Address,Price,Property Type
"44, Maltings Place, London, Greater London SE1 3JB","£425,000",Flat
"Flat 32, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£620,000",Flat
"Flat 4, Polychrome Court, 241, Waterloo Road, London, Greater London SE1 8XH","£600,000",Flat
"37, Scovell Crescent, London, Greater London SE1 1PS","£737,000",terraced
"Flat 12, Geoffrey House, Pardoner Street, London, Greater London SE1 4DW","£489,569",flat
"Flat 3, 3, Market Yard Mews, London, Greater London SE1 3TJ","£661,234",Flat
"40a, Maltings Place, London, Greater London SE1 3JB","£425,000",Flat
"Apartment 252, 1, Blackfriars Road, London, Greater London SE1 9GQ","£5,700,000",Flat
"Apartment 225, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BW","£467,000",Flat
"Flat 13, Lumiere Court, 52, Lancaster Street, London, Greater London SE1 0RY","£1,150,000",Flat
"Flat 12, Trinity House, Bath Terrace, London, Greater London SE1 6PX","£450,000",flat
"Flat 205, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£500,000",Flat
"Flat 18, Dawkins Court, 2, Garland Close, London, Greater London SE1 6AY","£865,000",Flat
"Flat 7, 1, Murphy Street, London, Greater London SE1 7FP","£1,170,000",Flat
"Flat 2, Maple Building, 128, Borough High Street, London, Greater London SE1 1LB","£585,000",Flat
"46, Tudor House, Duchess Walk, London, Greater London SE1 2SA","£715,000",Flat
"305, Madison Apartments, 5 - 27, Long Lane, London, Greater London SE1 4PF","£500,000",Flat
"502, Madison Apartments, 5 - 27, Long Lane, London, Greater London SE1 4PF","£522,000",Flat
"Flat 508, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£664,000",Flat
"Flat 5, 4, Archie Street, London, Greater London SE1 3JT","£850,000",Flat
"Flat 13, Palmerston House, 126, Westminster Bridge Road, London, Greater London SE1 7UW","£675,000",Flat
"Flat 1, 1, Leathermarket Street, London, Greater London SE1 3HN","£875,000",Flat
"Apartment 18, 4, Sanctuary Street, London, Greater London SE1 1EA","£580,000",Flat
"13, Buckstone Apartments, 140, Blackfriars Road, London, Greater London SE1 8BW","£172,500",Flat
"11, West Square, London, Greater London SE11 4SN","£2,590,000",terraced
"Flat 33, Aylesford House, Long Lane, London, Greater London SE1 4BL","£403,000",flat
"Flat 34, 140, Southwark Bridge Road, London, Greater London SE1 0DG","£600,000",Flat
"Flat 8, Sumner Buildings, Sumner Street, London, Greater London SE1 9JX","£575,000",flat
"Flat 30, Lion Court, 12, Shand Street, London, Greater London SE1 2EP","£540,000",Flat
"Flat 1, 45, Nelson Square, London, Greater London SE1 0QA","£800,000",Flat
"2, Garden Row, London, Greater London SE1 6HB","£561,000",terraced
"Apartment 9, Benbow House, 24, New Globe Walk, London, Greater London SE1 9DS","£1,520,000",Flat
"92b, Maltings Place, London, Greater London SE1 3LJ","£560,000",Flat
"Flat 515, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YT","£950,000",Flat
"22, Bath Terrace, London, Greater London SE1 6QE","£430,000",flat
"10, Tanners Yard, 239, Long Lane, London, Greater London SE1 4PT","£615,000",Flat
"Flat 7, Vaughan House, Nelson Square, London, Greater London SE1 0PY","£465,000",flat
"Flat 11, Devonshire House, Bath Terrace, London, Greater London SE1 6PT","£432,500",flat
"Flat 9, 70, Great Suffolk Street, London, Greater London SE1 0BL","£1,105,000",Flat
"Flat 2, Dawkins Court, 2, Garland Close, London, Greater London SE1 6AY","£500,000",Flat
"Flat 8, 2, Archie Street, London, Greater London SE1 3JT","£960,000",Flat
"Apartment 22, 4, Sanctuary Street, London, Greater London SE1 1EA","£460,000",Flat
"Flat 27, Lion Court, 12, Shand Street, London, Greater London SE1 2EP","£865,000",Flat
"4, Bermondsey Square, London, Greater London SE1 3UN","£1,825,000",terraced
"Flat 60, 18, Great Suffolk Street, London, Greater London SE1 0UG","£490,000",Flat
"Flat 1, 191, Bermondsey Street, London, Greater London SE1 3UW","£725,000",Flat
"2007, 1, Casson Square, London, Greater London SE1 7EN","£865,000",Flat
"Flat F, 96, Lower Marsh, London, Greater London SE1 7AB","£820,000",Flat
"Flat 19, Shaftesbury Court, 2, Alderney Mews, London, Greater London SE1 4JR","£660,000",Flat
"Flat 2, Lumiere Court, 52, Lancaster Street, London, Greater London SE1 0RY","£148,750",Flat
"Flat 30, Russell Lodge, 22, Spurgeon Street, London, Greater London SE1 4YJ","£715,000",Flat
"Flat 1, Eynsford House, Crosby Row, London, Greater London SE1 3YB","£380,000",flat
"Flat 19, Babington House, Redcross Way, London, Greater London SE1 1EZ","£527,000",flat
"Flat 10, Beeston House, Burbage Close, London, Greater London SE1 4ER","£390,000",Flat
"106a, Tooley Street, London, Greater London SE1 2TH","£582,500",flat
"Flat 30, Hayles Buildings, Elliotts Row, London, Greater London SE11 4TB","£425,000",flat
"7, Elliston Apartments, 9, Glade Path, London, Greater London SE1 8EG","£652,000",Flat
"Flat 8, Heldar Court, Kipling Estate, London, Greater London SE1 3RH","£367,500",flat
"Flat 2, 116, Bermondsey Street, London, Greater London SE1 3TX","£900,000",Flat
"50, Elim Estate, London, Greater London SE1 4DA","£485,000",Flat
"Flat 31, Longstone Court, 22, Great Dover Street, London, Greater London SE1 4LB","£480,000",Flat
"Flat 52, Rennie Court, 11, Upper Ground, London, Greater London SE1 9LP","£870,000",Flat
"Flat 38, Simla House, Kipling Estate, London, Greater London SE1 3RL","£422,500",flat
"Flat 8, 7, Winchester Square, London, Greater London SE1 9BN","£570,000",Flat
"6, Delphini Apartments, 10, St Georges Circus, London, Greater London SE1 8EH","£555,000",Flat
"Flat 10, 30, Trinity Street, London, Greater London SE1 4FF","£576,000",Flat
"Flat 1216, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YW","£4,250,000",Flat
"Flat 1, Rennie Court, 11, Upper Ground, London, Greater London SE1 9LP","£810,000",Flat
"Flat 20, Lewes House, Druid Street, London, Greater London SE1 2ET","£375,000",flat
"Flat 19, Lake House, Scovell Road, London, Greater London SE1 1QF","£400,000",flat
"201, 30, Casson Square, London, Greater London SE1 7GY","£950,000",Flat
"Apartment 399, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DX","£282,500",Flat
"Flat 32, Bridgewalk Heights, 80, Weston Street, London, Greater London SE1 3QZ","£1,005,003",Flat
"Flat 23, Bridgehouse Court, Blackfriars Road, London, Greater London SE1 8HW","£756,000",flat
"Studio 1, Clink Wharf, Clink Street, London, Greater London SE1 9DG","£1,900,000",flat
"Flat 41, Santley House, Frazier Street, London, Greater London SE1 7RD","£475,000",Flat
"Flat 18, The Grain Store, 70, Weston Street, London, Greater London SE1 3HJ","£1,175,000",Flat
"Flat 29, Quentin House, Gray Street, London, Greater London SE1 8UY","£495,000",flat
"12, Purbrook Estate, London, Greater London SE1 3BZ","£350,000",Flat
"Apartment 427, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DT","£430,000",Flat
"Flat 2, 59, Great Suffolk Street, London, Greater London SE1 0BD","£135,000",Flat
"Flat 57, 12, Bermondsey Square, London, Greater London SE1 3FD","£150,000",Flat
"269, Empire Square West, London, Greater London SE1 4NL","£630,000",Flat
"2a, Hankey Place, London, Greater London SE1 4BQ","£1,525,000",Semi-Detached
"110, St Georges Road, London, Greater London SE1 6EU","£1,930,000",terraced
"Flat 16, Icon Apartments, 15, Cluny Place, London, Greater London SE1 4QS","£1,100,000",Flat
"Flat 8, 12, Bermondsey Square, London, Greater London SE1 3FD","£489,000",Flat
"Flat 18, 91, Newington Causeway, London, Greater London SE1 6BN","£500,100",Flat
"Flat 101 Block B, 27, Green Walk, London, Greater London SE1 4TX","£850,000",Flat
"Apartment 508, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£470,000",flat
"Flat 32, The Perspective, 100, Westminster Bridge Road, London, Greater London SE1 7XA","£670,800",Flat
"Flat 5, 7, Valentine Place, London, Greater London SE1 8QH","£913,000",Flat
"Flat 129, 100, Westminster Bridge Road, London, Greater London SE1 7XB","£455,000",Flat
"Flat 7, Merrow House, Rushworth Street, London, Greater London SE1 0QZ","£440,000",flat
"36, Rephidim Street, London, Greater London SE1 4XB","£440,000",flat
"Flat 16, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£1,268,700",Flat
"33, Leathermarket Court, London, Greater London SE1 3HS","£697,100",flat
"Flat 96, Devon Mansions, Tooley Street, London, Greater London SE1 2LB","£435,000",flat
"6, Hayles Street, London, Greater London SE11 4SS","£1,450,000",terraced
"Flat 4, 54, Lant Street, London, Greater London SE1 1RF","£485,000",Flat
"2201, 1, Casson Square, London, Greater London SE1 7EN","£1,875,000",Flat
"30, Blenheim House, Crown Square, London, Greater London SE1 2SF","£3,050,000",Flat
"4, Carmarthen Place, London, Greater London SE1 3TS","£1,250,000",detached
"35, Whittlesey Street, London, Greater London SE1 8TA","£777,000",flat
"Flat 13, Holmwood Buildings, 97, Southwark Street, London, Greater London SE1 0JE","£430,000",Flat
"Flat 511, Bankside Lofts, 65, Hopton Street, London, Greater London SE1 9GZ","£1,600,000",Flat
"Ground Floor Flat, 152, Southwark Bridge Road, London, Greater London SE1 0DG","£420,000",Flat
"Flat 1, Triangle Court, 10, Redcross Way, London, Greater London SE1 1TA","£475,000",Flat
"Flat 66, Eastwell House, Weston Street, London, Greater London SE1 4DJ","£365,000",flat
"Apartment 326, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DB","£925,000",Flat
"Flat 22, Lion Court, 12, Shand Street, London, Greater London SE1 2EP","£525,000",Flat
"Flat 45, Devon Mansions, Tooley Street, London, Greater London SE1 2UD","£570,000",flat
"Flat 5, Block C, 27, Green Walk, London, Greater London SE1 4TQ","£1,375,000",Flat
"17, Valentine Row, London, Greater London SE1 8BN","£2,000,000",Terraced
"84, Tudor House, Duchess Walk, London, Greater London SE1 2SA","£1,550,000",Flat
"12, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,055,000",Flat
"47a, Maltings Place, London, Greater London SE1 3JB","£445,000",Flat
"Flat 8, Tadworth House, Webber Street, London, Greater London SE1 0RH","£472,500",flat
"Flat 25, Simla House, Kipling Estate, London, Greater London SE1 3RL","£330,000",flat
"Apartment 902, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£187,500",Flat
"Apartment 474, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DT","£525,000",Flat
"Flat 209, 151, Tower Bridge Road, London, Greater London SE1 3JE","£620,000",Flat
"Flat 11, Holst Court, 65, Westminster Bridge Road, London, Greater London SE1 7JQ","£650,000",Flat
"Flat 4, Lumiere Court, 52, Lancaster Street, London, Greater London SE1 0RY","£203,000",Flat
"Flat 4, 52, Tanner Street, London, Greater London SE1 3PH","£580,000",Flat
"Flat 53, South Block 1a, Belvedere Road, London, Greater London SE1 7GB","£510,000",Flat
"Flat 14, Godfree Court, 35, Long Lane, London, Greater London SE1 4PS","£750,000",Flat
"Flat 502, 151, Tower Bridge Road, London, Greater London SE1 3JE","£790,000",Flat
"Flat 14, 1, Disney Place, London, Greater London SE1 1HP","£1,370,000",Flat
"Flat 100, Devon Mansions, Tooley Street, London, Greater London SE1 2NX","£535,000",flat
"158, Southwark Bridge Road, London, Greater London SE1 0DG","£425,000",Flat
"Flat 27, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£530,000",Flat
"Flat 508, 151, Tower Bridge Road, London, Greater London SE1 3JE","£687,500",Flat
"Flat 57, 18, Great Suffolk Street, London, Greater London SE1 0UG","£785,000",Flat
"Flat 7, Bath House, Bath Terrace, London, Greater London SE1 6PU","£445,000",flat
"Flat 012, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YP","£1,400,000",Flat
"28, Maltings Place, London, Greater London SE1 3JB","£467,000",Flat
"Flat 14, 25, Harper Road, London, Greater London SE1 6AW","£710,000",Flat
"Flat 141, North Block 1c, Belvedere Road, London, Greater London SE1 7GF","£620,000",Flat
"Flat 34, Otford House, Staple Street, London, Greater London SE1 4LS","£450,000",flat
"Second And Third Floor Flat, 33, Pearman Street, London, Greater London SE1 7RB","£980,000",flat
"Flat 14, Anchor Terrace, 3 - 13, Southwark Bridge Road, London, Greater London SE1 9HQ","£690,000",Flat
"Flat 30, Matheson Lang Gardens, Baylis Road, London, Greater London SE1 7AN","£520,000",flat
"Apartment 245, 1, Blackfriars Road, London, Greater London SE1 9GQ","£2,426,500",Flat
"2, Dunsterville Way, London, Greater London SE1 3RJ","£650,000",flat
"53, Kennington Road, London, Greater London SE1 7PZ","£765,000",terraced
"Apartment 8, Aston Webb House, Tooley Street, London, Greater London SE1 2AT","£925,000",flat
"Flat 28, Crayford House, Tabard Garden Estate, London, Greater London SE1 4BU","£500,000",Flat
"Maisonette 3, 175, Southwark Bridge Road, London, Greater London SE1 0ED","£810,000",Flat
"Flat 102a, Larch Court, 2, Royal Oak Yard, London, Greater London SE1 3GB","£515,000",Flat
"Flat 47, Munro House, Murphy Street, London, Greater London SE1 7AL","£625,000",flat
"Flat 15, Anchor Terrace, 3 - 13, Southwark Bridge Road, London, Greater London SE1 9HQ","£812,000",Flat
"Flat 25, Markstone House, Lancaster Street, London, Greater London SE1 0RL","£457,000",flat
"Flat 12, Rudyard Court, 127, Long Lane, London, Greater London SE1 4PW","£720,000",Flat
"1, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£890,000",Flat
"Apartment 2206, 1, Casson Square, London, Greater London SE1 7GT","£1,229,300",Flat
"Flat 10, Brunlees House, Bath Terrace, London, Greater London SE1 6QF","£400,000",Flat
"Flat 16, Zeiss Court, 46, Lancaster Street, London, Greater London SE1 0FY","£700,000",Flat
"Flat 21, Overy House, Webber Row, London, Greater London SE1 8QX","£660,000",flat
"Apartment 407, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£515,000",Flat
"Flat 29, Northfleet House, Tabard Garden Estate, London, Greater London SE1 1YX","£360,000",flat
"Basement Flat, 152, Southwark Bridge Road, London, Greater London SE1 0DG","£730,000",Flat
"21, Chatsworth House, Duchess Walk, London, Greater London SE1 2RY","£1,050,000",Flat
"Flat 410, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£512,300",Flat
"Flat 603 Block B, 27, Green Walk, London, Greater London SE1 4TX","£1,325,000",Flat
"16, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,090,000",Flat
"Flat 22, Gerridge Court, Gerridge Street, London, Greater London SE1 7QF","£525,000",flat
"Flat 23, Bramwell House, Harper Road, London, Greater London SE1 6RL","£375,000",flat
"23, Pearman Street, London, Greater London SE1 7RB","£1,140,000",Terraced
"Flat B, 58, St Georges Road, London, Greater London SE1 6ET","£430,000",Flat
"122, Meakin Estate, London, Greater London SE1 4QP","£415,000",Flat
"Flat 10, Stephenson House, Bath Terrace, London, Greater London SE1 6PP","£385,000",Flat
"Flat 101, 151, Tower Bridge Road, London, Greater London SE1 3JE","£645,000",Flat
"Flat 103, 151, Tower Bridge Road, London, Greater London SE1 3JE","£700,000",Flat
"Apartment 1405, 55, Upper Ground, London, Greater London SE1 9EY","£870,000",Flat
"Flat 6, 29a, Bath Terrace, London, Greater London SE1 6PS","£630,000",Flat
"Flat 1912, 8, Casson Square, London, Greater London SE1 7ST","£700,000",Flat
"Flat 2, 239, Waterloo Road, London, Greater London SE1 8XH","£890,000",Flat
"Flat 305, 151, Tower Bridge Road, London, Greater London SE1 3JE","£763,200",Flat
"63, Balmoral House, Earls Way, London, Greater London SE1 2QR","£2,100,000",Flat
"Flat 107, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£570,000",Flat
"36c, Aquinas Street, London, Greater London SE1 8AD","£560,000",flat
"Flat 12, Globe View House, 171, Blackfriars Road, London, Greater London SE1 8ER","£518,000",Flat
"Flat 1, 3, Market Yard Mews, London, Greater London SE1 3TJ","£1,225,000",Flat
"Flat 11, Binnie House, Bath Terrace, London, Greater London SE1 6QG","£300,000",flat
"62b, Trinity Church Square, London, Greater London SE1 4HT","£1,000,000",flat
"21, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,092,000",Flat
"Flat 18, 14, Keppel Row, London, Greater London SE1 0FB","£1,175,000",Flat
"Apartment 358, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DQ","£259,000",Flat
"Flat 416, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£537,500",Flat
"Flat 37, Eastwell House, Weston Street, London, Greater London SE1 4DH","£440,000",Flat
"Flat 306, Block D, 5, Sumner Street, London, Greater London SE1 9RE","£815,000",Flat
"20, Buckstone Apartments, 140, Blackfriars Road, London, Greater London SE1 8BW","£320,000",Flat
"Flat 1, 79, Bermondsey Street, London, Greater London SE1 3XF","£557,500",Flat
"Flat 15, Lyly House, Burbage Close, London, Greater London SE1 4EQ","£460,000",flat
"Flat 3, Kittiwake Court, 4, Great Dover Street, London, Greater London SE1 4XR","£465,000",Flat
"Flat 2, 145, Bermondsey Street, London, Greater London SE1 3UW","£1,600,000",Flat
"Flat 22, 12, Bermondsey Square, London, Greater London SE1 3FD","£600,000",Flat
"Flat 602, 151, Tower Bridge Road, London, Greater London SE1 3JE","£600,000",Flat
"Apartment 5, 10, Rushworth Street, London, Greater London SE1 0RB","£1,090,000",Flat
"1105, 1, Casson Square, London, Greater London SE1 7GT","£1,500,000",Flat
"Flat 11, 20, New Globe Walk, London, Greater London SE1 9DX","£930,000",Flat
"36, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£815,000",Flat
"Flat 6, Park West Apartments, 40, Tanner Street, London, Greater London SE1 3LG","£730,000",Flat
"3101, 1, Casson Square, London, Greater London SE1 7RX","£4,025,000",Flat
"50, Kipling Street, London, Greater London SE1 3RU","£560,000",flat
"Flat 8, Lewes House, Druid Street, London, Greater London SE1 2ET","£575,000",flat
"Flat 306, 151, Tower Bridge Road, London, Greater London SE1 3JE","£770,000",Flat
"5, Coach House Mews, London, Greater London SE1 4PP","£905,000",Semi-Detached
"Flat 13, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£1,275,000",Flat
"Flat 26, 18, Great Suffolk Street, London, Greater London SE1 0UG","£143,750",Flat
"Flat 52, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£545,000",Flat
"2701, 30, Casson Square, London, Greater London SE1 7DY","£7,399,000",Flat
"Flat 801, Block C, 70, Holland Street, London, Greater London SE1 9NX","£2,000,000",Flat
"Flat 19, Devonshire House, Bath Terrace, London, Greater London SE1 6PT","£305,000",flat
"Flat 57, Becket House, Tabard Street, London, Greater London SE1 4XZ","£510,000",flat
"Flat 104, 151, Tower Bridge Road, London, Greater London SE1 3JE","£850,000",Flat
"Studio Flat, 96, Lambeth Road, London, Greater London SE1 7PT","£466,000",flat
"Flat 106, 151, Tower Bridge Road, London, Greater London SE1 3JE","£885,000",Flat
"Flat 75, River Court, Upper Ground, London, Greater London SE1 9PB","£420,000",Flat
"Flat 1211, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YW","£1,850,000",Flat
"25, Bear Pit Apartments, 14, New Globe Walk, London, Greater London SE1 9DR","£1,536,000",Flat
"81, St Georges Road, London, Greater London SE1 6ER","£1,425,000",terraced
"Apartment 601, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£505,000",flat
"Flat 3, 29, Tower Bridge Road, London, Greater London SE1 4TL","£330,000",Flat
"Flat 6, The Aspect, 67, Deverell Street, London, Greater London SE1 4EX","£450,000",Flat
"Flat 165, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£830,000",Flat
"Flat 603, 151, Tower Bridge Road, London, Greater London SE1 3JE","£950,000",Flat
"Flat 36, Shere House, Great Dover Street, London, Greater London SE1 4YQ","£420,000",flat
"154, Union Street, London, Greater London SE1 0LH","£392,000",Flat
"Apartment 125, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BB","£635,000",Flat
"Flat 1, Royal Standard Apartments, 42, Harper Road, London, Greater London SE1 6AD","£480,000",Flat
"Flat 38, Portland Court, 1, Falmouth Road, London, Greater London SE1 4JX","£670,000",Flat
"1308, 1, Casson Square, London, Greater London SE1 7GT","£750,000",Flat
"Flat 209, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YR","£465,000",Flat
"17, Copperfield Street, London, Greater London SE1 0EP","£600,000",terraced
"Flat 1, 12, Trinity Street, London, Greater London SE1 1DB","£315,000",Flat
"Flat 3, 162, Southwark Bridge Road, London, Greater London SE1 0DG","£803,000",Flat
"15, Potier Street, London, Greater London SE1 4UX","£575,000",Flat
"3, Kamen House, 17 - 21, Magdalen Street, London, Greater London SE1 2RH","£194,000",Flat
"4, La Gare Apartments, 51, Surrey Row, London, Greater London SE1 0BZ","£1,200,000",Flat
"Apartment 8, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BA","£250,000",Flat
"Flat 23, Chamberlain House, 126, Westminster Bridge Road, London, Greater London SE1 7UR","£670,000",Flat
"65e, Stamford Street, London, Greater London SE1 9NB","£660,000",flat
"Apartment 2408, 251, Southwark Bridge Road, London, Greater London SE1 6FN","£720,000",Flat
"Ground Floor Flat, 22, Pearman Street, London, Greater London SE1 7RB","£545,000",flat
"48, Pilgrimage Street, London, Greater London SE1 4LL","£900,000",terraced
"Flat 63, Falcon Point, Hopton Street, London, Greater London SE1 9JB","£700,000",flat
"Flat 42, Longstone Court, 22, Great Dover Street, London, Greater London SE1 4LB","£630,000",Flat
"26, Oxford Drive, London, Greater London SE1 2FB","£580,000",flat
"Flat 9, Sycamore Court, Royal Oak Yard, London, Greater London SE1 3TR","£860,000",Flat
"32, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£825,000",Flat
"Apartment 302, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£167,500",Flat
"Flat 68, Longridge House, Falmouth Road, London, Greater London SE1 6QW","£320,000",flat
"61, Leathermarket Court, London, Greater London SE1 3HS","£580,000",flat
"2702, 30, Casson Square, London, Greater London SE1 7DY","£7,000,000",Flat
"Flat 7, Trinity House, Bath Terrace, London, Greater London SE1 6PX","£350,500",flat
"30, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£648,000",Flat
"Flat 9, Palmerston House, 126, Westminster Bridge Road, London, Greater London SE1 7UW","£550,000",Flat
"Apartment 311, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£495,000",flat
"Flat 91, Ratcliffe Court, Great Dover Street, London, Greater London SE1 4LD","£650,000",flat
"Flat 5, The Grain Store, 70, Weston Street, London, Greater London SE1 3HJ","£578,500",Flat
"Flat 202, 151, Tower Bridge Road, London, Greater London SE1 3JE","£600,000",Flat
"Flat 2707, 8, Casson Square, London, Greater London SE1 7RN","£1,600,000",Flat
"Flat 34, Crayford House, Tabard Garden Estate, London, Greater London SE1 4BU","£407,000",flat
"Flat 115, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£475,000",Flat
"59, Balmoral House, Earls Way, London, Greater London SE1 2QR","£1,075,000",Flat
"Flat 401, 151, Tower Bridge Road, London, Greater London SE1 3JE","£600,000",Flat
"Flat 2, Portland Court, 54, Trinity Street, London, Greater London SE1 4JZ","£630,000",Flat
"Flat 105, Block B, 60, Holland Street, London, Greater London SE1 9JF","£1,845,000",Flat
"2901, 1, Casson Square, London, Greater London SE1 7RX","£3,438,500",Flat
"Flat 9, Guthrie Court, Morley Street, London, Greater London SE1 7QQ","£380,000",flat
"Flat 1, Hambridge House, 59a, Webber Street, London, Greater London SE1 0RF","£760,000",Flat
"13, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£955,350",Flat
"Flat C702, 90 - 91, Blackfriars Road, London, Greater London SE1 8HW","£1,030,000",Flat
"Flat 429, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YS","£500,000",Flat
"Flat 201, 151, Tower Bridge Road, London, Greater London SE1 3JE","£600,000",Flat
"Apartment 155, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BT","£470,000",Flat
"Flat 103, Rowland Hill House, Nelson Square, London, Greater London SE1 0LU","£399,500",flat
"Flat 601, 151, Tower Bridge Road, London, Greater London SE1 3JE","£911,800",Flat
"Flat 905, 5, Belvedere Road, London, Greater London SE1 7AF","£5,850,000",Flat
"Flat 911, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YW","£510,000",Flat
"9, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£925,000",Flat
"Flat 729, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YU","£1,167,500",Flat
"6, Windlesham House, Duchess Walk, London, Greater London SE1 2RZ","£1,365,000",Flat
"Flat 13, Tavern Court, 95, New Kent Road, London, Greater London SE1 6RY","£430,000",Flat
"Flat 103, Ratcliffe Court, Great Dover Street, London, Greater London SE1 4LD","£1,151,000",flat
"4a, Trinity Church Square, London, Greater London SE1 4HU","£250,000",flat
"Apartment 317, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DB","£652,500",Flat
"Flat 128, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YP","£690,000",Flat
"40, Potier Street, London, Greater London SE1 4UX","£520,000",flat
"1007, 1, Casson Square, London, Greater London SE1 7GT","£950,600",Flat
"Flat 203, 151, Tower Bridge Road, London, Greater London SE1 3JE","£635,925",Flat
"Flat 102, 151, Tower Bridge Road, London, Greater London SE1 3JE","£693,500",Flat
"1505, 30, Casson Square, London, Greater London SE1 7DY","£1,674,000",Flat
"Apartment 122, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BB","£525,000",Flat
"Apartment 1807, 55, Upper Ground, London, Greater London SE1 9EY","£610,000",Flat
"10, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£932,085",Flat
"Maisonette 4, 175, Southwark Bridge Road, London, Greater London SE1 0ED","£826,050",Flat
"Flat 12, Gerridge Court, Gerridge Street, London, Greater London SE1 7QF","£363,000",flat
"Apartment 24, 8, Bluelion Place, London, Greater London SE1 4PU","£925,000",Flat
"Apartment 2104, 1, Casson Square, London, Greater London SE1 7GT","£1,679,007",Flat
"Flat 408, 151, Tower Bridge Road, London, Greater London SE1 3JE","£648,150",Flat
"Flat 301, 151, Tower Bridge Road, London, Greater London SE1 3JE","£600,000",Flat
"43, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£832,350",Flat
"21, Roupell Street, London, Greater London SE1 8SP","£1,300,000",terraced
"Apartment 2203, 1, Casson Square, London, Greater London SE1 7EN","£1,786,000",Flat
"408, 1, Casson Square, London, Greater London SE1 7GT","£580,000",Flat
"Flat 204, 5, Belvedere Road, London, Greater London SE1 7AF","£2,512,500",Flat
"Flat 102, Block A, 50, Holland Street, London, Greater London SE1 9FU","£1,055,000",Flat
"Flat 47, Selbourne House, Great Dover Street, London, Greater London SE1 4XX","£395,000",flat
"5, Burrows Mews, London, Greater London SE1 8LD","£1,150,000",terraced
"24, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£788,500",Flat
"2003, 1, Casson Square, London, Greater London SE1 7GT","£1,500,000",Flat
"Apartment 205, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£510,000",flat
"Flat 11, Brunlees House, Bath Terrace, London, Greater London SE1 6QF","£391,000",Flat
"Flat 17, Laurie House, Gaywood Street, London, Greater London SE1 6HQ","£517,500",flat
"32, Cooper Close, London, Greater London SE1 7QU","£369,000",flat
"Flat A, New British Wharf, Clink Street, London, Greater London SE1 9DG","£5,700,000",Flat
"47, Collinson Walk, London, Greater London SE1 1PU","£375,750",flat
"13b, Wilds Rents, London, Greater London SE1 4QG","£1,425,000",Flat
"Apartment 1401, 55, Upper Ground, London, Greater London SE1 9EY","£1,425,000",Flat
